image,label
19956.jpg,pigment epithelial detachment (ped)
18690.jpg,pigment epithelial detachment (ped)
2897.jpg,pigment epithelial detachment (ped)
22635.jpg,pigment epithelial detachment (ped)
12992.jpg,pigment epithelial detachment (ped)
15126.jpg,pigment epithelial detachment (ped)
17229.jpg,pigment epithelial detachment (ped)
17222.jpg,pigment epithelial detachment (ped)
17243.jpg,pigment epithelial detachment (ped)
18691.jpg,pigment epithelial detachment (ped)
19952.jpg,pigment epithelial detachment (ped)
17217.jpg,pigment epithelial detachment (ped)
13380.jpg,pigment epithelial detachment (ped)
17113.jpg,pigment epithelial detachment (ped)
17228.jpg,pigment epithelial detachment (ped)
17218.jpg,pigment epithelial detachment (ped)
8848.jpg,pigment epithelial detachment (ped)
19963.jpg,pigment epithelial detachment (ped)
17223.jpg,pigment epithelial detachment (ped)
17212.jpg,pigment epithelial detachment (ped)
583.jpg,pigment epithelial detachment (ped)
18701.jpg,pigment epithelial detachment (ped)
27146.jpg,pigment epithelial detachment (ped)
19958.jpg,pigment epithelial detachment (ped)
17154.jpg,pigment epithelial detachment (ped)
17232.jpg,pigment epithelial detachment (ped)
22629.jpg,pigment epithelial detachment (ped)
130231.jpg,pigment epithelial detachment (ped)
17137.jpg,pigment epithelial detachment (ped)
19997.jpg,pigment epithelial detachment (ped)
131556.jpg,pigment epithelial detachment (ped)
20019.jpg,pigment epithelial detachment (ped)
20006.jpg,pigment epithelial detachment (ped)
17226.jpg,pigment epithelial detachment (ped)
19992.jpg,pigment epithelial detachment (ped)
13378.jpg,pigment epithelial detachment (ped)
1238.jpg,pigment epithelial detachment (ped)
17106.jpg,pigment epithelial detachment (ped)
17143.jpg,pigment epithelial detachment (ped)
17245.jpg,pigment epithelial detachment (ped)
28548.jpg,pigment epithelial detachment (ped)
20009.jpg,pigment epithelial detachment (ped)
17102.jpg,pigment epithelial detachment (ped)
6195.jpg,pigment epithelial detachment (ped)
22638.jpg,pigment epithelial detachment (ped)
17220.jpg,pigment epithelial detachment (ped)
20577.jpg,pigment epithelial detachment (ped)
17108.jpg,pigment epithelial detachment (ped)
15131.jpg,pigment epithelial detachment (ped)
15128.jpg,pigment epithelial detachment (ped)
18700.jpg,pigment epithelial detachment (ped)
19982.jpg,pigment epithelial detachment (ped)
17225.jpg,pigment epithelial detachment (ped)
19945.jpg,pigment epithelial detachment (ped)
584.jpg,pigment epithelial detachment (ped)
13382.jpg,pigment epithelial detachment (ped)
22639.jpg,pigment epithelial detachment (ped)
19977.jpg,pigment epithelial detachment (ped)
17150.jpg,pigment epithelial detachment (ped)
12994.jpg,pigment epithelial detachment (ped)
17122.jpg,pigment epithelial detachment (ped)
18692.jpg,pigment epithelial detachment (ped)
17204.jpg,pigment epithelial detachment (ped)
19306.jpg,pigment epithelial detachment (ped)
19979.jpg,pigment epithelial detachment (ped)
20011.jpg,pigment epithelial detachment (ped)
17237.jpg,pigment epithelial detachment (ped)
22626.jpg,pigment epithelial detachment (ped)
17116.jpg,pigment epithelial detachment (ped)
19965.jpg,pigment epithelial detachment (ped)
19313.jpg,pigment epithelial detachment (ped)
17224.jpg,pigment epithelial detachment (ped)
17117.jpg,pigment epithelial detachment (ped)
19999.jpg,pigment epithelial detachment (ped)
17199.jpg,pigment epithelial detachment (ped)
17239.jpg,pigment epithelial detachment (ped)
20017.jpg,pigment epithelial detachment (ped)
19953.jpg,pigment epithelial detachment (ped)
17112.jpg,pigment epithelial detachment (ped)
22637.jpg,pigment epithelial detachment (ped)
19309.jpg,pigment epithelial detachment (ped)
12996.jpg,pigment epithelial detachment (ped)
20015.jpg,pigment epithelial detachment (ped)
17208.jpg,pigment epithelial detachment (ped)
22627.jpg,pigment epithelial detachment (ped)
12995.jpg,pigment epithelial detachment (ped)
17138.jpg,pigment epithelial detachment (ped)
28490.jpg,pigment epithelial detachment (ped)
12991.jpg,pigment epithelial detachment (ped)
18693.jpg,pigment epithelial detachment (ped)
18697.jpg,pigment epithelial detachment (ped)
2899.jpg,pigment epithelial detachment (ped)
17105.jpg,pigment epithelial detachment (ped)
15130.jpg,pigment epithelial detachment (ped)
41525.jpg,pigment epithelial detachment (ped)
13379.jpg,pigment epithelial detachment (ped)
20001.jpg,pigment epithelial detachment (ped)
22631.jpg,pigment epithelial detachment (ped)
19947.jpg,pigment epithelial detachment (ped)
13374.jpg,pigment epithelial detachment (ped)
19996.jpg,pigment epithelial detachment (ped)
17140.jpg,pigment epithelial detachment (ped)
17244.jpg,pigment epithelial detachment (ped)
19993.jpg,pigment epithelial detachment (ped)
17221.jpg,pigment epithelial detachment (ped)
17104.jpg,pigment epithelial detachment (ped)
18689.jpg,pigment epithelial detachment (ped)
17230.jpg,pigment epithelial detachment (ped)
20007.jpg,pigment epithelial detachment (ped)
17146.jpg,pigment epithelial detachment (ped)
20002.jpg,pigment epithelial detachment (ped)
13370.jpg,pigment epithelial detachment (ped)
19987.jpg,pigment epithelial detachment (ped)
15138.jpg,pigment epithelial detachment (ped)
17115.jpg,pigment epithelial detachment (ped)
18687.jpg,pigment epithelial detachment (ped)
17121.jpg,pigment epithelial detachment (ped)
19971.jpg,pigment epithelial detachment (ped)
15135.jpg,pigment epithelial detachment (ped)
18608.jpg,pigment epithelial detachment (ped)
17144.jpg,pigment epithelial detachment (ped)
17130.jpg,pigment epithelial detachment (ped)
15134.jpg,pigment epithelial detachment (ped)
22628.jpg,pigment epithelial detachment (ped)
131144.jpg,pigment epithelial detachment (ped)
19966.jpg,pigment epithelial detachment (ped)
22632.jpg,pigment epithelial detachment (ped)
22630.jpg,pigment epithelial detachment (ped)
19974.jpg,pigment epithelial detachment (ped)
17107.jpg,pigment epithelial detachment (ped)
19975.jpg,pigment epithelial detachment (ped)
12998.jpg,pigment epithelial detachment (ped)
19991.jpg,pigment epithelial detachment (ped)
15127.jpg,pigment epithelial detachment (ped)
17235.jpg,pigment epithelial detachment (ped)
27538.jpg,pigment epithelial detachment (ped)
19989.jpg,pigment epithelial detachment (ped)
17147.jpg,pigment epithelial detachment (ped)
19995.jpg,pigment epithelial detachment (ped)
13384.jpg,pigment epithelial detachment (ped)
19961.jpg,pigment epithelial detachment (ped)
17200.jpg,pigment epithelial detachment (ped)
16637.jpg,pigment epithelial detachment (ped)
12997.jpg,pigment epithelial detachment (ped)
26808.jpg,pigment epithelial detachment (ped)
18308.jpg,pigment epithelial detachment (ped)
2902.jpg,pigment epithelial detachment (ped)
17120.jpg,pigment epithelial detachment (ped)
18310.jpg,pigment epithelial detachment (ped)
16555.jpg,pigment epithelial detachment (ped)
19985.jpg,pigment epithelial detachment (ped)
17219.jpg,pigment epithelial detachment (ped)
13371.jpg,pigment epithelial detachment (ped)
17135.jpg,pigment epithelial detachment (ped)
18694.jpg,pigment epithelial detachment (ped)
13372.jpg,pigment epithelial detachment (ped)
13373.jpg,pigment epithelial detachment (ped)
127037.jpg,pigment epithelial detachment (ped)
17247.jpg,pigment epithelial detachment (ped)
19964.jpg,pigment epithelial detachment (ped)
19944.jpg,pigment epithelial detachment (ped)
19954.jpg,pigment epithelial detachment (ped)
19951.jpg,pigment epithelial detachment (ped)
19983.jpg,pigment epithelial detachment (ped)
17110.jpg,pigment epithelial detachment (ped)
15136.jpg,pigment epithelial detachment (ped)
20018.jpg,pigment epithelial detachment (ped)
17132.jpg,pigment epithelial detachment (ped)
17145.jpg,pigment epithelial detachment (ped)
18685.jpg,pigment epithelial detachment (ped)
19984.jpg,pigment epithelial detachment (ped)
22634.jpg,pigment epithelial detachment (ped)
17111.jpg,pigment epithelial detachment (ped)
22633.jpg,pigment epithelial detachment (ped)
112285.jpg,pigment epithelial detachment (ped)
28549.jpg,pigment epithelial detachment (ped)
19976.jpg,pigment epithelial detachment (ped)
18696.jpg,pigment epithelial detachment (ped)
19968.jpg,pigment epithelial detachment (ped)
12993.jpg,pigment epithelial detachment (ped)
19988.jpg,pigment epithelial detachment (ped)
17240.jpg,pigment epithelial detachment (ped)
19949.jpg,pigment epithelial detachment (ped)
17242.jpg,pigment epithelial detachment (ped)
12989.jpg,pigment epithelial detachment (ped)
581.jpg,pigment epithelial detachment (ped)
17127.jpg,pigment epithelial detachment (ped)
19967.jpg,pigment epithelial detachment (ped)
17124.jpg,pigment epithelial detachment (ped)
19312.jpg,pigment epithelial detachment (ped)
110233.jpg,pigment epithelial detachment (ped)
17142.jpg,pigment epithelial detachment (ped)
19970.jpg,pigment epithelial detachment (ped)
16556.jpg,pigment epithelial detachment (ped)
20004.jpg,pigment epithelial detachment (ped)
17205.jpg,pigment epithelial detachment (ped)
17207.jpg,pigment epithelial detachment (ped)
20000.jpg,pigment epithelial detachment (ped)
13383.jpg,pigment epithelial detachment (ped)
9825.jpg,pigment epithelial detachment (ped)
17211.jpg,pigment epithelial detachment (ped)
17136.jpg,pigment epithelial detachment (ped)
17203.jpg,pigment epithelial detachment (ped)
18704.jpg,pigment epithelial detachment (ped)
17238.jpg,pigment epithelial detachment (ped)
27452.jpg,pigment epithelial detachment (ped)
2903.jpg,pigment epithelial detachment (ped)
17126.jpg,pigment epithelial detachment (ped)
17196.jpg,pigment epithelial detachment (ped)
17236.jpg,pigment epithelial detachment (ped)
15132.jpg,pigment epithelial detachment (ped)
18688.jpg,pigment epithelial detachment (ped)
17234.jpg,pigment epithelial detachment (ped)
17141.jpg,pigment epithelial detachment (ped)
23329.jpg,presumed ocular histoplasmosis syndrome (pohs)
29659.jpg,presumed ocular histoplasmosis syndrome (pohs)
23194.jpg,presumed ocular histoplasmosis syndrome (pohs)
17745.jpg,presumed ocular histoplasmosis syndrome (pohs)
19821.jpg,presumed ocular histoplasmosis syndrome (pohs)
12661.jpg,presumed ocular histoplasmosis syndrome (pohs)
23316.jpg,presumed ocular histoplasmosis syndrome (pohs)
14020.jpg,presumed ocular histoplasmosis syndrome (pohs)
25636.jpg,presumed ocular histoplasmosis syndrome (pohs)
25653.jpg,presumed ocular histoplasmosis syndrome (pohs)
23207.jpg,presumed ocular histoplasmosis syndrome (pohs)
19853.jpg,presumed ocular histoplasmosis syndrome (pohs)
19839.jpg,presumed ocular histoplasmosis syndrome (pohs)
29652.jpg,presumed ocular histoplasmosis syndrome (pohs)
25639.jpg,presumed ocular histoplasmosis syndrome (pohs)
23311.jpg,presumed ocular histoplasmosis syndrome (pohs)
18518.jpg,presumed ocular histoplasmosis syndrome (pohs)
23246.jpg,presumed ocular histoplasmosis syndrome (pohs)
25654.jpg,presumed ocular histoplasmosis syndrome (pohs)
25647.jpg,presumed ocular histoplasmosis syndrome (pohs)
28180.jpg,presumed ocular histoplasmosis syndrome (pohs)
18625.jpg,presumed ocular histoplasmosis syndrome (pohs)
12968.jpg,presumed ocular histoplasmosis syndrome (pohs)
16866.jpg,presumed ocular histoplasmosis syndrome (pohs)
17748.jpg,presumed ocular histoplasmosis syndrome (pohs)
17732.jpg,presumed ocular histoplasmosis syndrome (pohs)
18519.jpg,presumed ocular histoplasmosis syndrome (pohs)
23200.jpg,presumed ocular histoplasmosis syndrome (pohs)
420.jpg,presumed ocular histoplasmosis syndrome (pohs)
18622.jpg,presumed ocular histoplasmosis syndrome (pohs)
23227.jpg,presumed ocular histoplasmosis syndrome (pohs)
23301.jpg,presumed ocular histoplasmosis syndrome (pohs)
23290.jpg,presumed ocular histoplasmosis syndrome (pohs)
12659.jpg,presumed ocular histoplasmosis syndrome (pohs)
89215.jpg,presumed ocular histoplasmosis syndrome (pohs)
29660.jpg,presumed ocular histoplasmosis syndrome (pohs)
19829.jpg,presumed ocular histoplasmosis syndrome (pohs)
131215.jpg,presumed ocular histoplasmosis syndrome (pohs)
18628.jpg,presumed ocular histoplasmosis syndrome (pohs)
23220.jpg,presumed ocular histoplasmosis syndrome (pohs)
19846.jpg,presumed ocular histoplasmosis syndrome (pohs)
17697.jpg,presumed ocular histoplasmosis syndrome (pohs)
23238.jpg,presumed ocular histoplasmosis syndrome (pohs)
15120.jpg,presumed ocular histoplasmosis syndrome (pohs)
17736.jpg,presumed ocular histoplasmosis syndrome (pohs)
23295.jpg,presumed ocular histoplasmosis syndrome (pohs)
19868.jpg,presumed ocular histoplasmosis syndrome (pohs)
16869.jpg,presumed ocular histoplasmosis syndrome (pohs)
23317.jpg,presumed ocular histoplasmosis syndrome (pohs)
18620.jpg,presumed ocular histoplasmosis syndrome (pohs)
17751.jpg,presumed ocular histoplasmosis syndrome (pohs)
14024.jpg,presumed ocular histoplasmosis syndrome (pohs)
17752.jpg,presumed ocular histoplasmosis syndrome (pohs)
25642.jpg,presumed ocular histoplasmosis syndrome (pohs)
12669.jpg,presumed ocular histoplasmosis syndrome (pohs)
23256.jpg,presumed ocular histoplasmosis syndrome (pohs)
23285.jpg,presumed ocular histoplasmosis syndrome (pohs)
23230.jpg,presumed ocular histoplasmosis syndrome (pohs)
23328.jpg,presumed ocular histoplasmosis syndrome (pohs)
14021.jpg,presumed ocular histoplasmosis syndrome (pohs)
15124.jpg,presumed ocular histoplasmosis syndrome (pohs)
23270.jpg,presumed ocular histoplasmosis syndrome (pohs)
4954.jpg,presumed ocular histoplasmosis syndrome (pohs)
19841.jpg,presumed ocular histoplasmosis syndrome (pohs)
23211.jpg,presumed ocular histoplasmosis syndrome (pohs)
19869.jpg,presumed ocular histoplasmosis syndrome (pohs)
19831.jpg,presumed ocular histoplasmosis syndrome (pohs)
23202.jpg,presumed ocular histoplasmosis syndrome (pohs)
19802.jpg,presumed ocular histoplasmosis syndrome (pohs)
15125.jpg,presumed ocular histoplasmosis syndrome (pohs)
23236.jpg,presumed ocular histoplasmosis syndrome (pohs)
16870.jpg,presumed ocular histoplasmosis syndrome (pohs)
19819.jpg,presumed ocular histoplasmosis syndrome (pohs)
23222.jpg,presumed ocular histoplasmosis syndrome (pohs)
23286.jpg,presumed ocular histoplasmosis syndrome (pohs)
23245.jpg,presumed ocular histoplasmosis syndrome (pohs)
19844.jpg,presumed ocular histoplasmosis syndrome (pohs)
14028.jpg,presumed ocular histoplasmosis syndrome (pohs)
25633.jpg,presumed ocular histoplasmosis syndrome (pohs)
23274.jpg,presumed ocular histoplasmosis syndrome (pohs)
25658.jpg,presumed ocular histoplasmosis syndrome (pohs)
16875.jpg,presumed ocular histoplasmosis syndrome (pohs)
17705.jpg,presumed ocular histoplasmosis syndrome (pohs)
18782.jpg,presumed ocular histoplasmosis syndrome (pohs)
23253.jpg,presumed ocular histoplasmosis syndrome (pohs)
19838.jpg,presumed ocular histoplasmosis syndrome (pohs)
23262.jpg,presumed ocular histoplasmosis syndrome (pohs)
23244.jpg,presumed ocular histoplasmosis syndrome (pohs)
23264.jpg,presumed ocular histoplasmosis syndrome (pohs)
18517.jpg,presumed ocular histoplasmosis syndrome (pohs)
19840.jpg,presumed ocular histoplasmosis syndrome (pohs)
17749.jpg,presumed ocular histoplasmosis syndrome (pohs)
14029.jpg,presumed ocular histoplasmosis syndrome (pohs)
29661.jpg,presumed ocular histoplasmosis syndrome (pohs)
17744.jpg,presumed ocular histoplasmosis syndrome (pohs)
25640.jpg,presumed ocular histoplasmosis syndrome (pohs)
23339.jpg,presumed ocular histoplasmosis syndrome (pohs)
17701.jpg,presumed ocular histoplasmosis syndrome (pohs)
23322.jpg,presumed ocular histoplasmosis syndrome (pohs)
18523.jpg,presumed ocular histoplasmosis syndrome (pohs)
18525.jpg,presumed ocular histoplasmosis syndrome (pohs)
